"success","rt","trial_type","trial_index","time_elapsed","internal_node_id","unique_identifier","subject_id","study_id","session_id","stimulus","response","timeout","failed_images","failed_audio","failed_video","task","respondedwhen","time_manipulation","correctresponse","targetimagelocation","blocktype","correct","roundtype"
"","null","html-keyboard-response","52","264622","0.0-9.0-3.10","cTbgEnL1fJ","61632b52ab37a7fde834300f","6617fad957f7c6a12ea16e26","6622cb9b500b1ee2fa2ccf00","feedback screen","null","","","","","","","","","","","",""
"","null","html-keyboard-response","53","265139","0.0-9.0-0.11","cTbgEnL1fJ","61632b52ab37a7fde834300f","6617fad957f7c6a12ea16e26","6622cb9b500b1ee2fa2ccf00","fixation cross","null","","","","","","","","","","","",""
"","null","html-keyboard-response","54","267044","0.0-9.0-1.11","cTbgEnL1fJ","61632b52ab37a7fde834300f","6617fad957f7c6a12ea16e26","6622cb9b500b1ee2fa2ccf00","
        <div id=""grid-container"">
        <!-- Grid items will be dynamically added here -->
    </div>    ","null","","","","","","","","","","","",""
"","2439","html-keyboard-response","55","267584","0.0-9.0-2.11","cTbgEnL1fJ","61632b52ab37a7fde834300f","6617fad957f7c6a12ea16e26","6622cb9b500b1ee2fa2ccf00","mask grid","p","","","","","Phylogenetic_Distractor_Nonthreat_target","onmask","1900","p","2","Phylogenetic","true","practice"
"","null","html-keyboard-response","56","268791","0.0-9.0-3.11","cTbgEnL1fJ","61632b52ab37a7fde834300f","6617fad957f7c6a12ea16e26","6622cb9b500b1ee2fa2ccf00","feedback screen","null","","","","","","","","","","","",""
"","null","html-keyboard-response","57","269307","0.0-9.0-0.12","cTbgEnL1fJ","61632b52ab37a7fde834300f","6617fad957f7c6a12ea16e26","6622cb9b500b1ee2fa2ccf00","fixation cross","null","","","","","","","","","","","",""
"","null","html-keyboard-response","58","271117","0.0-9.0-1.12","cTbgEnL1fJ","61632b52ab37a7fde834300f","6617fad957f7c6a12ea16e26","6622cb9b500b1ee2fa2ccf00","
        <div id=""grid-container"">
        <!-- Grid items will be dynamically added here -->
    </div>    ","null","","","","","","","","","","","",""
"","3232","html-keyboard-response","59","272550","0.0-9.0-2.12","cTbgEnL1fJ","61632b52ab37a7fde834300f","6617fad957f7c6a12ea16e26","6622cb9b500b1ee2fa2ccf00","mask grid","p","","","","","Phylogenetic_Distractor_Nonthreat_target","onmask","1800","p","8","Phylogenetic","true","practice"
"","null","html-keyboard-response","60","273759","0.0-9.0-3.12","cTbgEnL1fJ","61632b52ab37a7fde834300f","6617fad957f7c6a12ea16e26","6622cb9b500b1ee2fa2ccf00","feedback screen","null","","","","","","","","","","","",""
"","null","html-keyboard-response","61","274275","0.0-9.0-0.13","cTbgEnL1fJ","61632b52ab37a7fde834300f","6617fad957f7c6a12ea16e26","6622cb9b500b1ee2fa2ccf00","fixation cross","null","","","","","","","","","","","",""
"","null","html-keyboard-response","62","275978","0.0-9.0-1.13","cTbgEnL1fJ","61632b52ab37a7fde834300f","6617fad957f7c6a12ea16e26","6622cb9b500b1ee2fa2ccf00","
        <div id=""grid-container"">
        <!-- Grid items will be dynamically added here -->
    </div>    ","null","","","","","","","","","","","",""
"","1810","html-keyboard-response","63","276089","0.0-9.0-2.13","cTbgEnL1fJ","61632b52ab37a7fde834300f","6617fad957f7c6a12ea16e26","6622cb9b500b1ee2fa2ccf00","mask grid","p","","","","","Phylogenetic_Distractor_Nonthreat_target","onmask","1700","p","4","Phylogenetic","true","practice"
"","null","html-keyboard-response","64","277296","0.0-9.0-3.13","cTbgEnL1fJ","61632b52ab37a7fde834300f","6617fad957f7c6a12ea16e26","6622cb9b500b1ee2fa2ccf00","feedback screen","null","","","","","","","","","","","",""
"","null","html-keyboard-response","65","277809","0.0-9.0-0.14","cTbgEnL1fJ","61632b52ab37a7fde834300f","6617fad957f7c6a12ea16e26","6622cb9b500b1ee2fa2ccf00","fixation cross","null","","","","","","","","","","","",""
"","null","html-keyboard-response","66","279414","0.0-9.0-1.14","cTbgEnL1fJ","61632b52ab37a7fde834300f","6617fad957f7c6a12ea16e26","6622cb9b500b1ee2fa2ccf00","
        <div id=""grid-container"">
        <!-- Grid items will be dynamically added here -->
    </div>    ","null","","","","","","","","","","","",""
"","3000","html-keyboard-response","67","280815","0.0-9.0-2.14","cTbgEnL1fJ","61632b52ab37a7fde834300f","6617fad957f7c6a12ea16e26","6622cb9b500b1ee2fa2ccf00","mask grid","p","","","","","Phylogenetic_Distractor_notarget","onmask","1600"," ","7","Phylogenetic","false","practice"
"","null","html-keyboard-response","68","282039","0.0-9.0-3.14","cTbgEnL1fJ","61632b52ab37a7fde834300f","6617fad957f7c6a12ea16e26","6622cb9b500b1ee2fa2ccf00","feedback screen","null","","","","","","","","","","","",""
"","null","html-keyboard-response","69","282556","0.0-9.0-0.15","cTbgEnL1fJ","61632b52ab37a7fde834300f","6617fad957f7c6a12ea16e26","6622cb9b500b1ee2fa2ccf00","fixation cross","null","","","","","","","","","","","",""
"","107","html-keyboard-response","70","282664","0.0-9.0-1.15","cTbgEnL1fJ","61632b52ab37a7fde834300f","6617fad957f7c6a12ea16e26","6622cb9b500b1ee2fa2ccf00","image grid"," ","","","","","Phylogenetic_Distractor_notarget","ongrid","1500"," ","6","Phylogenetic","true","practice"
"","null","html-keyboard-response","71","282826","0.0-9.0-2.15","cTbgEnL1fJ","61632b52ab37a7fde834300f","6617fad957f7c6a12ea16e26","6622cb9b500b1ee2fa2ccf00","
    <div id=""grid-container"">
        <!-- Grid items will be dynamically added here -->
    </div>    ","null","","","","","","","","","","","",""
"","null","html-keyboard-response","72","284039","0.0-9.0-3.15","cTbgEnL1fJ","61632b52ab37a7fde834300f","6617fad957f7c6a12ea16e26","6622cb9b500b1ee2fa2ccf00","feedback screen","null","","","","","","","","","","","",""
"","null","html-keyboard-response","73","284549","0.0-9.0-0.16","cTbgEnL1fJ","61632b52ab37a7fde834300f","6617fad957f7c6a12ea16e26","6622cb9b500b1ee2fa2ccf00","fixation cross","null","","","","","","","","","","","",""
"","null","html-keyboard-response","74","285961","0.0-9.0-1.16","cTbgEnL1fJ","61632b52ab37a7fde834300f","6617fad957f7c6a12ea16e26","6622cb9b500b1ee2fa2ccf00","
        <div id=""grid-container"">
        <!-- Grid items will be dynamically added here -->
    </div>    ","null","","","","","","","","","","","",""
"","2184","html-keyboard-response","75","286746","0.0-9.0-2.16","cTbgEnL1fJ","61632b52ab37a7fde834300f","6617fad957f7c6a12ea16e26","6622cb9b500b1ee2fa2ccf00","mask grid"," ","","","","","Ontogenetic_Distractor_notarget","onmask","1400"," ","4","Phylogenetic","true","practice"
"","null","html-keyboard-response","76","287969","0.0-9.0-3.16","cTbgEnL1fJ","61632b52ab37a7fde834300f","6617fad957f7c6a12ea16e26","6622cb9b500b1ee2fa2ccf00","feedback screen","null","","","","","","","","","","","",""
"","null","html-keyboard-response","77","288480","0.0-9.0-0.17","cTbgEnL1fJ","61632b52ab37a7fde834300f","6617fad957f7c6a12ea16e26","6622cb9b500b1ee2fa2ccf00","fixation cross","null","","","","","","","","","","","",""
